#Premier Ordre :
#1 - Exemple 1
#2 - Circuit A
#3 - Circuit B
#Deuxième Ordre :
#4 - Exemple 2
#5 - Circuit C
#6 - Circuit D
#Choisir la source ?
#1 - Echelon
#2 - Porte
#3 - Carre
#4 - Triangle
#5 - Rampe f(t)=-3*t (Exemple1)
#6 - Nulle (Exemple 2)
#Choix des valeurs pour le circuit suivant :
#_____/\/\/\____|\______________  
#|      Rd      |/       |     |
#|                 D     /    _|_
#E                     R \    --- C 
#|                       /     |
#|_______________________|_____|
#Valeur de Rd (Ohm) : 
#Valeur de R (Ohm) : 
#Valeur de C (Farad) : 
#Temps   Ve   Vs   Vd
#Diode passante
7.83   0   -0.0001724   -0.0001741
7.84   0   -0.0001707   -0.0001724
7.85   0   -0.000169   -0.0001707
7.86   0   -0.0001673   -0.000169
7.87   0   -0.0001656   -0.0001673
7.88   0   -0.0001639   -0.0001656
7.89   0   -0.0001623   -0.0001639
7.9   0   -0.0001607   -0.0001623
7.91   0   -0.0001591   -0.0001607
7.92   0   -0.0001575   -0.0001591
7.93   0   -0.0001559   -0.0001575
7.94   0   -0.0001544   -0.0001559
7.95   0   -0.0001528   -0.0001544
7.96   0   -0.0001513   -0.0001528
7.97   0   -0.0001498   -0.0001513
7.98   0   -0.0001483   -0.0001498
7.99   0   -0.0001468   -0.0001483
8   0   -0.0001453   -0.0001468
8.01   0   -0.0001439   -0.0001453
8.02   0   -0.0001424   -0.0001439
8.03   0   -0.000141   -0.0001424
8.04   0   -0.0001396   -0.000141
8.05   0   -0.0001382   -0.0001396
8.06   0   -0.0001368   -0.0001382
8.07   0   -0.0001354   -0.0001368
8.08   0   -0.0001341   -0.0001354
8.09   0   -0.0001328   -0.0001341
8.1   0   -0.0001314   -0.0001328
8.11   0   -0.0001301   -0.0001314
8.12   0   -0.0001288   -0.0001301
8.13   0   -0.0001275   -0.0001288
8.14   0   -0.0001262   -0.0001275
8.15   0   -0.000125   -0.0001262
8.16   0   -0.0001237   -0.000125
8.17   0   -0.0001225   -0.0001237
8.18   0   -0.0001213   -0.0001225
8.19   0   -0.0001201   -0.0001213
8.2   0   -0.0001189   -0.0001201
8.21   0   -0.0001177   -0.0001189
8.22   0   -0.0001165   -0.0001177
8.23   0   -0.0001153   -0.0001165
8.24   0   -0.0001142   -0.0001153
8.25   0   -0.000113   -0.0001142
8.26   0   -0.0001119   -0.000113
8.27   0   -0.0001108   -0.0001119
8.28   0   -0.0001097   -0.0001108
8.29   0   -0.0001086   -0.0001097
8.3   0   -0.0001075   -0.0001086
8.31   0   -0.0001064   -0.0001075
8.32   0   -0.0001054   -0.0001064
8.33   0   -0.0001043   -0.0001054
8.34   0   -0.0001033   -0.0001043
8.35   0   -0.0001022   -0.0001033
8.36   0   -0.0001012   -0.0001022
8.37   0   -0.0001002   -0.0001012
8.38   0   -9.919e-05   -0.0001002
8.39   0   -9.82e-05   -9.919e-05
8.4   0   -9.721e-05   -9.82e-05
8.41   0   -9.624e-05   -9.721e-05
8.42   0   -9.528e-05   -9.624e-05
8.43   0   -9.433e-05   -9.528e-05
8.44   0   -9.338e-05   -9.433e-05
8.45   0   -9.245e-05   -9.338e-05
8.46   0   -9.153e-05   -9.245e-05
8.47   0   -9.061e-05   -9.153e-05
8.48   0   -8.97e-05   -9.061e-05
8.49   0   -8.881e-05   -8.97e-05
8.5   0   -8.792e-05   -8.881e-05
8.51   0   -8.704e-05   -8.792e-05
8.52   0   -8.617e-05   -8.704e-05
8.53   0   -8.531e-05   -8.617e-05
8.54   0   -8.445e-05   -8.531e-05
8.55   0   -8.361e-05   -8.445e-05
8.56   0   -8.277e-05   -8.361e-05
8.57   0   -8.195e-05   -8.277e-05
8.58   0   -8.113e-05   -8.195e-05
8.59   0   -8.032e-05   -8.113e-05
8.6   0   -7.951e-05   -8.032e-05
8.61   0   -7.872e-05   -7.951e-05
8.62   0   -7.793e-05   -7.872e-05
8.63   0   -7.715e-05   -7.793e-05
8.64   0   -7.638e-05   -7.715e-05
8.65   0   -7.562e-05   -7.638e-05
8.66   0   -7.486e-05   -7.562e-05
8.67   0   -7.411e-05   -7.486e-05
8.68   0   -7.337e-05   -7.411e-05
8.69   0   -7.264e-05   -7.337e-05
8.7   0   -7.191e-05   -7.264e-05
8.71   0   -7.119e-05   -7.191e-05
8.72   0   -7.048e-05   -7.119e-05
8.73   0   -6.977e-05   -7.048e-05
8.74   0   -6.908e-05   -6.977e-05
8.75   0   -6.839e-05   -6.908e-05
8.76   0   -6.77e-05   -6.839e-05
8.77   0   -6.702e-05   -6.77e-05
8.78   0   -6.635e-05   -6.702e-05
8.79   0   -6.569e-05   -6.635e-05
8.8   0   -6.503e-05   -6.569e-05
8.81   0   -6.438e-05   -6.503e-05
8.82   0   -6.374e-05   -6.438e-05
8.83   0   -6.31e-05   -6.374e-05
8.84   0   -6.247e-05   -6.31e-05
8.85   0   -6.185e-05   -6.247e-05
8.86   0   -6.123e-05   -6.185e-05
8.87   0   -6.062e-05   -6.123e-05
8.88   0   -6.001e-05   -6.062e-05
8.89   0   -5.941e-05   -6.001e-05
8.9   0   -5.882e-05   -5.941e-05
8.91   0   -5.823e-05   -5.882e-05
8.92   0   -5.764e-05   -5.823e-05
8.93   0   -5.707e-05   -5.764e-05
8.94   0   -5.65e-05   -5.707e-05
8.95   0   -5.593e-05   -5.65e-05
8.96   0   -5.537e-05   -5.593e-05
8.97   0   -5.482e-05   -5.537e-05
8.98   0   -5.427e-05   -5.482e-05
8.99   0   -5.373e-05   -5.427e-05
9   0   -5.319e-05   -5.373e-05
9.01   0   -5.266e-05   -5.319e-05
9.02   0   -5.213e-05   -5.266e-05
9.03   0   -5.161e-05   -5.213e-05
9.04   0   -5.11e-05   -5.161e-05
9.05   0   -5.058e-05   -5.11e-05
9.06   0   -5.008e-05   -5.058e-05
9.07   0   -4.958e-05   -5.008e-05
9.08   0   -4.908e-05   -4.958e-05
9.09   0   -4.859e-05   -4.908e-05
9.1   0   -4.811e-05   -4.859e-05
9.11   0   -4.762e-05   -4.811e-05
9.12   0   -4.715e-05   -4.762e-05
9.13   0   -4.668e-05   -4.715e-05
9.14   0   -4.621e-05   -4.668e-05
9.15   0   -4.575e-05   -4.621e-05
9.16   0   -4.529e-05   -4.575e-05
9.17   0   -4.484e-05   -4.529e-05
9.18   0   -4.439e-05   -4.484e-05
9.19   0   -4.395e-05   -4.439e-05
9.2   0   -4.351e-05   -4.395e-05
9.21   0   -4.307e-05   -4.351e-05
9.22   0   -4.264e-05   -4.307e-05
9.23   0   -4.221e-05   -4.264e-05
9.24   0   -4.179e-05   -4.221e-05
9.25   0   -4.137e-05   -4.179e-05
9.26   0   -4.096e-05   -4.137e-05
9.27   0   -4.055e-05   -4.096e-05
9.28   0   -4.014e-05   -4.055e-05
9.29   0   -3.974e-05   -4.014e-05
9.3   0   -3.935e-05   -3.974e-05
9.31   0   -3.895e-05   -3.935e-05
9.32   0   -3.856e-05   -3.895e-05
9.33   0   -3.818e-05   -3.856e-05
9.34   0   -3.78e-05   -3.818e-05
9.35   0   -3.742e-05   -3.78e-05
9.36   0   -3.704e-05   -3.742e-05
9.37   0   -3.667e-05   -3.704e-05
9.38   0   -3.631e-05   -3.667e-05
9.39   0   -3.594e-05   -3.631e-05
9.4   0   -3.558e-05   -3.594e-05
9.41   0   -3.523e-05   -3.558e-05
9.42   0   -3.488e-05   -3.523e-05
9.43   0   -3.453e-05   -3.488e-05
9.44   0   -3.418e-05   -3.453e-05
9.45   0   -3.384e-05   -3.418e-05
9.46   0   -3.35e-05   -3.384e-05
9.47   0   -3.317e-05   -3.35e-05
9.48   0   -3.283e-05   -3.317e-05
9.49   0   -3.251e-05   -3.283e-05
9.5   0   -3.218e-05   -3.251e-05
9.51   0   -3.186e-05   -3.218e-05
9.52   0   -3.154e-05   -3.186e-05
9.53   0   -3.123e-05   -3.154e-05
9.54   0   -3.091e-05   -3.123e-05
9.55   0   -3.06e-05   -3.091e-05
9.56   0   -3.03e-05   -3.06e-05
9.57   0   -3e-05   -3.03e-05
9.58   0   -2.97e-05   -3e-05
9.59   0   -2.94e-05   -2.97e-05
9.6   0   -2.91e-05   -2.94e-05
9.61   0   -2.881e-05   -2.91e-05
9.62   0   -2.852e-05   -2.881e-05
9.63   0   -2.824e-05   -2.852e-05
9.64   0   -2.796e-05   -2.824e-05
9.65   0   -2.768e-05   -2.796e-05
9.66   0   -2.74e-05   -2.768e-05
9.67   0   -2.713e-05   -2.74e-05
9.68   0   -2.686e-05   -2.713e-05
9.69   0   -2.659e-05   -2.686e-05
9.7   0   -2.632e-05   -2.659e-05
9.71   0   -2.606e-05   -2.632e-05
9.72   0   -2.58e-05   -2.606e-05
9.73   0   -2.554e-05   -2.58e-05
9.74   0   -2.528e-05   -2.554e-05
9.75   0   -2.503e-05   -2.528e-05
9.76   0   -2.478e-05   -2.503e-05
9.77   0   -2.453e-05   -2.478e-05
9.78   0   -2.429e-05   -2.453e-05
9.79   0   -2.404e-05   -2.429e-05
9.8   0   -2.38e-05   -2.404e-05
9.81   0   -2.357e-05   -2.38e-05
9.82   0   -2.333e-05   -2.357e-05
9.83   0   -2.31e-05   -2.333e-05
9.84   0   -2.287e-05   -2.31e-05
9.85   0   -2.264e-05   -2.287e-05
9.86   0   -2.241e-05   -2.264e-05
9.87   0   -2.219e-05   -2.241e-05
9.88   0   -2.197e-05   -2.219e-05
9.89   0   -2.175e-05   -2.197e-05
9.9   0   -2.153e-05   -2.175e-05
9.91   0   -2.131e-05   -2.153e-05
9.92   0   -2.11e-05   -2.131e-05
9.93   0   -2.089e-05   -2.11e-05
9.94   0   -2.068e-05   -2.089e-05
9.95   0   -2.047e-05   -2.068e-05
9.96   0   -2.027e-05   -2.047e-05
9.97   0   -2.007e-05   -2.027e-05
9.98   0   -1.987e-05   -2.007e-05
9.99   0   -1.967e-05   -1.987e-05
10   0   -1.947e-05   -1.967e-05
10.01   0   -1.928e-05   -1.947e-05
